"Food","Food_group","DQQ_food_group","USDA_FDC_ID","Energy_kcal","Carbohydrates","Fiber","Monounsaturated_FAs_g","Polyunsaturated_FAs_g","Unsaturated_FAs_g","Saturated_FAs_g","VitA_RAE_mcg","VitC_mg","VitD_mcg","VitE_mg","Thiamin_mg","Riboflavin_mg","Niacin_mg","VitB6_mg","Folate_DFE_mcg","VitB12_mcg","Choline_mg","Iron_mg","Zinc_mg","Calcium_mg","Potassium_mg","Magnesium_mg","Sodium","DHA_g","EPA_g","DPA_g","ALA_g","His_g","Ile_g","Leu_g","Lys_g","Met_g_SAA","Cys_g_SAA","Phe_g_AAA","Trp_g_AAA","Tyr_g_AAA","Thr_g","Val_g","EAA_quantity","DIAAS","Phytate_mg","Iron_Abs","Zinc_Abs","DQQ_question","Comments","Food_long","Country","Liquids","Dried_Foods","V_E","V_M","V","M_E","M_M","M","N3_E","N3_M","N3","eaa_E","eaa_M","eaa","EAA","F_E","F_M","F","SUR","CFR","NaKR","NR","EMR","NDS","NVS","NVS_100","NVS_100_Cal","Cal_1000"
"Guinea fowl","Animal-source foods","Poultry","N/A",138,0,0,0.8,1.03,1.83,0.93,10.5,2,0.85,1.12,0.1,0.25,11,0.37,4.5,0.28,75.47,1.15,1.8,27.5,101.5,23.5,15.5,0.02,0.01,0.01,0.03,0.7,1.1,1.82,2.03,0.65,0.32,0.94,0.28,0.8,1,1.13,10.76,83.5,0,0.15,0.44,"Q19","","Guinea fowl meat, average of different cooking methods","Nigeria",0,0,35.8049327446154,39.5804976385896,39.662983756081,17.6682229429808,15.1483967868319,18.0878802085015,4.36580581889506,3.45962732919255,4.19011815252417,76.9657542263428,37.0797002724796,57.0080842263275,75.9194075767711,1,1,1,-2.28302779324669,0,0,98.7022656335286,-1.53846153846154,49.5568212015772,60.5713869904747,381.368186329177,495.28335886906,724.63768115942
"Turkey","Animal-source foods","Poultry","N/A",195,0.54,0,2.98,2.37,5.34,2.18,14,0,0.4,0.12,0.05,0.26,8.49,0.55,8.67,0.95,75.83,1.03,2.31,14.67,214.67,26.67,316.33,0.01,0.01,0.01,0.11,0.75,0.8,1.93,2.28,0.72,0.27,0.9,0.29,0.82,1,0.9,10.66,83.5,0,0.15,0.44,"Q19","","Turkey, light and dark meat, average of various cooking methods","Nigeria",0,0,31.8247689643304,46.9222240299864,41.4340170517883,14.6870809236837,18.2040133687929,18.1298117308207,2.78646616541353,2.84472049689441,2.98850698174006,54.1011591197571,36.7425068119891,45.4032373382635,69.5828621515717,1,1,1,-1.6757467476312,0,-5.13141184629478,96.1306280757992,-12.5,48.3632007035452,57.3674490556899,402.667372878573,522.944640102042,512.820512820513
"Chicken gizzard","Animal-source foods","Organ meat","171457",154,0,0,0.53,0.35,0.88,0.67,0,0,0,0.2,0.03,0.21,3.12,0.07,5,1.04,104.4,3.19,4.42,17,179,3,56,0,0,0,0,0.77,1.33,1.95,2.14,0.7,0.36,1.05,0.3,0.86,1.11,1.3,11.86,83.5,0,0.15,0.44,"Q19","No other cooking methods available; used eaa values for whole chicken (incl giblets & neck)","Chicken, gizzard, all classes, cooked, simmered","Nigeria",0,0,25.7046524628979,32.3831116566842,30.5497389842465,32.5112118707948,28.4348482606143,33.9256403219708,1,1,1,76.0258047118009,40.7888283378747,58.3931452527849,76.6756865863501,1,1,1,0,0,0,100,-4.61538461538461,53.021998627069,62.5125180295946,369.525988203899,479.903880784284,649.350649350649
"Dried & salted stockfish","Animal-source foods","Fish and seafood","174190",290,0,0,0.34,0.8,1.15,0.46,42,3.5,4,2.84,0.27,0.24,7.5,0.86,25,10,291.3,2.5,1.59,160,1458,133,7027,0.42,0.01,0.04,0.08,1.85,2.9,5.11,5.77,1.86,0.67,2.45,0.7,2.12,2.75,3.24,29.42,76.1666666666667,0,0.15,0.44,"Q20","","Fish, cod, Atlantic, dried and salted","Nigeria",0,1,44.9069020818472,78.0833668566947,64.743508461937,28.1005614966036,60.5648192384049,49.5324900836618,19.8194970184081,29.9006211180124,27.132445646135,100,100,100,95.3899124107323,1,1,1,0,0,-17.0482453763162,90.3093190637771,-30.7692307692308,90.7303222429312,80.205913273826,288.00868984729,374.037259541935,344.827586206897
"Catfish","Animal-source foods","Fish and seafood","N/A",191,2.93,0.13,4.7,2.98,7.69,2.36,8.25,0,0.28,1.62,0.06,0.11,2.64,0.17,19.5,2.95,75.53,0.49,0.58,13.25,348.75,22.75,327.25,0.06,0.02,0.02,0.04,0.56,1.03,1.76,1.94,0.65,0.24,0.9,0.24,0.75,0.97,1.11,10.14,76.1666666666667,0,0.15,0.44,"Q20","","Catfish, fresh, average of various cooking methods ","Nigeria",0,0,26.0621626905076,34.8995247931866,32.0638604081133,8.13134022123152,12.1836283964641,11.0490572348044,7.07959689800417,7.14906832298137,7.69665000196827,52.5532681379641,34.9891008174387,43.7520264485626,64.67706949932,1.36442911133456,1.2841059602649,1.32426753579973,-1.06001714892217,0,-3.22527219370071,97.5641263471931,-11.7307692307692,38.4263101633126,52.3931829011372,440.897054175699,572.593576851557,523.560209424084
"Mudfish","Animal-source foods","Fish and seafood","N/A",136,0,0,1.04,1.53,2.57,1.58,11,0,1.2,0.45,0.08,0.04,7.7,0.27,14,4,62.9,0.55,1.42,30.5,321.5,28,46.5,0.09,0.05,0.05,0.04,0.56,1.03,1.76,1.94,0.65,0.24,0.9,0.24,0.75,0.97,1.11,10.14,76.1666666666667,0,0.15,0.44,"Q20","","North African catfish, fresh, average of various cooking methods","Nigeria",0,0,38.3124834202462,41.3728466551346,41.9283782776265,17.7164821299019,16.4440091248812,18.8445221655379,17.2226890756302,12.6832298136646,16.28181272509,73.6179512590429,34.9891008174387,54.2879565411499,70.429958811205,1,1,1,-2.93060255368578,0,0,98.334166732601,-1.15384615384615,51.4100196581528,62.3347289969385,370.579937888789,481.272646608817,735.294117647059
"Croaker","Animal-source foods","Fish and seafood","171957",221,7.54,0.4,5.32,2.92,8.24,3.48,23,0,1.69,1.05,0.09,0.13,4.3,0.26,45,2.1,62.9,0.86,0.52,32,340,42,348,0.09,0.11,0.08,0.01,0.53,0.85,1.48,1.57,0.53,0.22,0.74,0.21,0.62,0.79,0.95,8.47,76.1666666666667,0,0.15,0.44,"Q20","No other cooking methods available","Fish, croaker, Atlantic, cooked, breaded and fried","Nigeria",0,0,29.1942111127093,44.0686238815113,38.5446981424857,9.37168649674825,16.5881020746969,14.2272684979811,15.7120743034056,18.2173913043478,18.485183547103,38.0686363888156,29.357970027248,33.6907183028215,59.1833360000878,1.96910491145006,1.87417218543046,1.92163854844026,-1.76135184839058,0,-3.5286308893111,96.9930316148306,-17.5,43.7541296122642,55.3625229264998,417.249770764023,541.882819174055,452.488687782805
"Mackerel","Animal-source foods","Fish and seafood","N/A",251,2.93,0.13,5.69,4.38,10.06,3.75,35,1.4,9.97,2.03,0.15,0.45,8.77,0.37,11.25,8,75.4,1.57,0.82,26.5,438.5,48.5,282.75,0.94,0.54,0.13,0,0.7,1.1,1.94,2.19,0.71,0.26,0.93,0.27,0.81,1.05,1.23,11.17,76.1666666666667,0,0.15,0.44,"Q20","Used ALA value for sardines","Mackerel, fresh, average of various cooking methods","Nigeria",0,0,43.2824838967696,67.5869663051788,58.3576766220714,11.432015454313,22.0636564592109,18.470207956107,75.4835395261061,100,96.0028906928676,44.1282917540122,38.4621934604905,41.2752409863339,63.3246808171369,1.27731458272869,1.2841059602649,1.28071027149679,-1.46021338386791,0,-2.17984304753514,97.9308940780746,-23.2692307692308,70.703535661049,76.4073807716373,302.326814068397,392.632226062853,398.406374501992
"Canned mackerel","Animal-source foods","Fish and seafood","175121",156,0,0,2.23,1.65,3.88,1.86,130,0.9,7.3,1.03,0.04,0.21,6.18,0.21,5,6.94,85,2.04,1.02,241,194,37,379,0.8,0.43,0.1,0,0.68,1.07,1.89,2.13,0.69,0.25,0.91,0.26,0.78,1.02,1.2,10.86,76.1666666666667,0,0.15,0.44,"Q20","Used ALA value for sardines","Fish, mackerel, jack, canned, drained solids","Nigeria",0,0,48.7907897487969,59.1369910319407,56.8078633082551,26.0143601006986,29.7538089071655,31.0103246833521,100,82.7826086956522,100,68.7677949685998,37.41689373297,53.0763621853167,69.7683970735358,1,1,1,-2.10796283035454,0,-6.84107050288373,94.9131288994402,-5,79.4782417399412,83.0988543062024,277.98217187064,361.015807624207,641.025641025641
"Canned sardines","Animal-source foods","Fish and seafood","175139",208,0,0,3.87,5.15,9.02,1.53,32,0,4.8,2.04,0.08,0.23,5.25,0.17,10,8.94,75,2.92,1.31,382,397,39,307,0.51,0.47,0,0,0.73,1.13,2,2.26,0.73,0.26,0.96,0.28,0.83,1.08,1.27,11.53,76.1666666666667,0,0.15,0.44,"Q20","Used ALA value for sardines","Fish, sardine, Atlantic, canned in oil, drained solids with bone","Nigeria",0,0,34.6593504470833,51.4485059539318,45.312074873863,28.6922346010883,44.5146143533056,40.8288502475163,55.7105263157895,61.2608695652174,63.9605263157895,54.8527298675859,39.6760899182561,47.2464420598351,66.5851104643524,1,1,1,-0.226050052087357,0,-2.6374476706416,98.3723109223242,-15,71.8249953583285,76.0203252253267,303.866103328693,394.631303024277,480.769230769231
"Sardines","Animal-source foods","Fish and seafood","N/A",141,0,0,1.09,0.82,1.91,1.62,15.5,0,4.2,0.51,0.02,0.19,13.5,1.4,22.5,9.5,75,1.9,2.04,66,243.5,51,60.5,0.51,0.47,0,0,0.73,1.13,2,2.26,0.73,0.26,0.96,0.28,0.83,1.08,1.27,11.53,76.1666666666667,0,0.15,0.44,"Q20","Used choline, DHA, EPA, DPA, and eaa values for canned sardines","Sardine, fillet, average of various cooking methods","Nigeria",0,0,52.7791535502869,57.5063766651887,58.0500394135143,28.1472936996815,26.4492375432338,30.3506557529994,81.7077267637178,61.2608695652174,78.1970884658455,80.6960450285049,39.6760899182561,60.172502249351,73.6430723961012,1,1,1,-4.34849384927328,0,0,97.5281992066482,-2.11538461538461,77.5735432069921,81.8261987410842,282.305671721271,366.630742495157,709.219858156028
"Dried shrimp","Animal-source foods","Fish and seafood","2341781",250,0,0,0.27,1.71,1.98,0.47,0,10.2,0,2.75,0.02,0.04,1.4,0.03,22,1.85,202.2,5.32,4.9,362,200,82,2175,0.63,0.73,0.13,0,0.72,1.26,2.17,2.41,0.79,0.29,1.08,0.29,0.91,1.19,1.37,12.49,76.1666666666667,0,0.15,0.44,"Q20","Used ALA value for dried crayfish","Shrimp, dried","Nigeria",0,1,24.9194060617444,39.2475876588315,33.7525703103745,39.4952950639325,65.883589688493,58.9427187801536,70.2076992481203,92.6211180124224,89.0729237379162,49.4833071876584,42.9131471389646,46.179896065241,66.0027488694087,1,1,1,0,0,-38.6142603836441,78.0506164296548,-23.0769230769231,79.2581204813201,73.673133484136,313.547135944396,407.204072655059,400
"Dried crayfish","Animal-source foods","Fish and seafood","09_057 (from WA FCT)",322,7.9,0,0.92,1.05,1.97,1.83,9,3.7,0,1.1,0.03,0.22,8.4,0.7,140,5.9,202.2,2.53,6.83,252.2,1107,670,1298,0.63,0.73,0.13,0,0.93,1.62,2.79,3.11,1.02,0.38,1.39,0.38,1.17,1.53,1.77,16.08,76.1666666666667,0,0.15,0.44,"Q20","Used choline, DHA, EPA, DPA values for dried shrimp","Shrimp (crayfish), whole, dried","Nigeria",0,1,35.6740360084644,69.7935471988052,55.5117125829264,49.9626333066054,82.0102872101429,73.9159977672631,54.7326857516462,92.6211180124224,80.5985115850851,49.4616126357982,55.0183923705722,52.223729931636,69.3028378930873,1,1,1,-4.83918421229261,0,-4.0593205794252,94.9418506806698,-36.9230769230769,99.3421082134309,89.5643113123983,257.915230536723,334.954844852886,310.55900621118
"Tilapia","Animal-source foods","Fish and seafood","N/A",157.6,2.35,0.1,2.07,1.82,3.89,1.42,6.6,0,3.58,1.08,0.08,0.08,4.69,0.17,28.2,1.67,50.28,0.83,0.41,15,355,32.2,231.2,0.1,0.01,0.05,0.05,0.59,1.22,2.04,2.32,0.77,0.27,1.05,0.27,0.87,1.16,1.28,11.81,76.1666666666667,0,0.15,0.44,"Q20","","Tilapia, average of various cooking methods","Nigeria",0,0,35.0344967661084,42.458661643743,40.7734365262145,11.6055630642877,14.1326136210953,14.102494032523,12.7888630204954,10.8385093167702,12.8435610418359,73.9885482932579,40.6202316076294,57.2898428942087,72.0690661101568,1.33974014186305,1.21854304635762,1.27914159411033,-1.41328160808691,0,-2.2028349395777,97.9445021515061,-5.3076923076923,48.1126951994004,59.547654439182,387.924599508664,503.798181180083,634.517766497462
"Canned tuna","Animal-source foods","Fish and seafood","173708",198,0,0,2.95,2.89,5.83,1.53,23,0,6.7,0.87,0.04,0.12,12.4,0.11,5,2.2,29.3,1.39,0.9,13,207,31,416,0.1,0.03,0,0,0.86,1.34,2.37,2.68,0.86,0.31,1.14,0.33,0.98,1.28,1.5,13.64,76.1666666666667,0,0.15,0.44,"Q20","Used ALA value for sardines","Fish, tuna, light, canned in oil, drained solids","Nigeria",0,0,37.01682450332,46.8449295003127,44.1287198120882,10.4472973842334,14.8052679319718,13.8290795506275,8.62406015037594,8.99378881987578,9.55263157894737,68.0550082063633,46.7908719346049,57.4084334061129,72.133819585401,1,1,1,-0.789925835623234,0,-7.04070317845467,95.5488599776503,-13.0769230769231,49.3215017409584,58.1558118619658,397.208795826432,515.855578995367,505.050505050505
"Sour milk","Animal-source foods","Milk","10_022 (from WA FCT)",62,4,0,1.09,0.12,1.21,2.2,39,1,0.1,0.17,0.04,0.2,0.7,0.02,1,0.19,14.3,0.1,0.28,117,126,11,43,0,0,0,0.02,0.1,0.16,0.3,0.26,0.08,0.02,0.16,0.04,0.16,0.13,0.21,1.63,90.8333333333333,0,0.15,0.44,"Q25","Used choline, DHA, EPA, DPA, and eaa from whole cow milk","Milk, cow, whole, fermented","Nigeria",1,0,23.6721374098401,11.9776855258521,23.6721374098401,21.6377980004104,10.0324184778705,21.6377980004104,1.7552048696142,1.24794630334602,1.7552048696142,26.2602762521509,6.29393732970027,26.2602762521509,63.1345010976099,1,1,1,-10.2417395666797,0,0,94.1783199278407,0,38.2143530295063,51.9761244231607,444.434829575454,577.188090357732,1612.90322580645
"Whole cow milk","Animal-source foods","Milk","172217",61,4.78,0,0.81,0.2,1.01,1.87,46,0,0.1,0.07,0.05,0.17,0.09,0.04,5,0.45,14.3,0.03,0.37,113,132,10,43,0,0,0,0.08,0.1,0.16,0.3,0.26,0.08,0.02,0.16,0.04,0.16,0.13,0.21,1.63,90.8333333333333,0,0.15,0.44,"Q25","","Milk (cow), whole, 3.25% milkfat, without added vitamin A and vitamin D","Nigeria",1,0,28.4295255803058,14.143555070683,28.4295255803058,22.0203268933435,9.88291064687514,22.0203268933435,4.07034110925118,1.99178521338409,4.07034110925118,26.683132392463,6.29393732970027,26.683132392463,63.3653914460356,1,1,1,-10.4440713396512,0,0,94.0633091093167,0,41.5064769229457,54.050043776385,427.381707507379,555.041178581011,1639.34426229508
"Whole evaporated milk","Animal-source foods","Milk","10_016 (from WA FCT)",157,12.6,0,2.21,0.16,2.37,5.72,80,1,0,0.21,0.12,0.35,2.3,0.04,6,0.15,36.8,0.2,0.96,258,253,60,106,0,0,0,0.03,0.24,0.42,0.77,0.68,0.21,0.05,0.42,0.1,0.41,0.34,0.53,4.18,90.8333333333333,0,0.15,0.44,"Q25"," Used choline, DHA, EPA, DPA, and eaa from whole cow milk adjusted for energy density","Milk, cow, canned, evaporated","Nigeria",1,0,18.0318096814016,23.2309014200071,18.0318096814016,23.6242581105745,28.9180397446431,23.6242581105745,1.44735065524918,1.37191945501903,1.44735065524918,26.5878571587856,14.8923705722071,26.5878571587856,63.3133687134724,1,1,1,-13.8585613339086,0,0,92.1224212135898,-5.19230769230769,36.1948997348357,49.36220598335,467.969361170603,607.752417104679,636.942675159236
"Skimmed milk powder","Animal-source foods","Milk","170877",35,5.02569060773481,0,0.0194337016574586,0.00290055248618785,0.0222375690607735,0.0482458563535912,0.580110497237569,0.657458563535912,0,0,0.0401243093922652,0.149861878453039,0.0919475138121547,0.0349033149171271,4.83425414364641,0.389640883977901,16.3591160220994,0.030939226519337,0.394475138121547,121.533149171271,173.453038674033,10.6353591160221,51.7265193370166,0,0,0,0.00290055248618785,0.0947513812154696,0.211740331491713,0.342265193370166,0.277486187845304,0.0879834254143646,0.0319060773480663,0.169198895027624,0.0493093922651934,0.169198895027624,0.157596685082873,0.233977900552486,1.82444751381215,90.8333333333333,0,0.15,0.44,"Q25","Used ALA value from whole milk powder adjusted for lipid content of skimmed milk powder","Milk, dry, nonfat, regular, without added vitamin A and vitamin D","Nigeria",1,1,33.6074247069498,10.8723282408225,33.6074247069498,42.5004973000111,11.1981444388555,42.5004973000111,1.19401672064674,1.03595906333057,1.19401672064674,51.6094863956855,6.94960163036115,51.6094863956855,76.9758230139416,1,1,1,0,0,-0.945456356722774,99.4625771925566,0,59.6022729837002,66.7978521758256,345.819502387533,449.116236866926,2857.14285714286
