"Food","Food_group","DQQ_food_group","USDA_FDC_ID","Energy_kcal","Carbohydrates","Fiber","Monounsaturated_FAs_g","Polyunsaturated_FAs_g","Unsaturated_FAs_g","Saturated_FAs_g","VitA_RAE_mcg","VitC_mg","VitD_mcg","VitE_mg","Thiamin_mg","Riboflavin_mg","Niacin_mg","VitB6_mg","Folate_DFE_mcg","VitB12_mcg","Choline_mg","Iron_mg","Zinc_mg","Calcium_mg","Potassium_mg","Magnesium_mg","Sodium","DHA_g","EPA_g","DPA_g","ALA_g","His_g","Ile_g","Leu_g","Lys_g","Met_g_SAA","Cys_g_SAA","Phe_g_AAA","Trp_g_AAA","Tyr_g_AAA","Thr_g","Val_g","EAA_quantity","DIAAS","Phytate_mg","Iron_Abs","Zinc_Abs","DQQ_question","Comments","Food_long","Country","Liquids","Dried_Foods","V_E","V_M","V","M_E","M_M","M","N3_E","N3_M","N3","eaa_E","eaa_M","eaa","EAA","F_E","F_M","F","SUR","CFR","NaKR","NR","EMR","NDS","NVS","NVS_100","NVS_100_Cal","Cal_1000"
"Mung bean sprouts","Vegetables","Other vegetables","N/A",36,7.39,1.35,0.03,0.05,0.08,0.03,1.5,13.7,0,0.07,0.1,0.14,1.01,0.09,49.5,0,9.9,1.28,0.69,12.5,160,23.5,9.5,0,0,0,0,0.08,0.15,0.2,0.19,0.04,0.02,0.13,0.04,0.06,0.09,0.15,1.16,57.8333333333333,80.77,0.1,0.35,"Q7.2","","Mung bean sprouts, average of boiled and styr-fried","Indonesia",0,0,55.4790563695824,17.4928086202017,38.3914011120494,44.9798597049636,11.8980109213646,31.6351216142489,1,1,1,32.0802410299567,4.7091280653951,18.3668803516104,40.8056532279359,21.078642384106,3.95033112582782,12.5144867549669,0,-5.55559732507967,0,96.8420491435281,0,44.7291492887376,57.790770281319,399.717807662916,519.114035925864,2777.77777777778
"Radish","Vegetables","Other vegetables","N/A",16,3.39,1.53,0.02,0.07,0.09,0.04,0,22.03,0,0,0.02,0.02,0.22,0.05,19.67,0,7.05,0.45,0.14,23.67,264,11.33,16.67,0,0,0,0,0.02,0.03,0.04,0.04,0.01,0.01,0.03,0,0.02,0.03,0.04,0.26,57.8333333333333,1.75,0.1,0.44,"Q7.2","","Radish, average of oriental and icicle white radish, and of raw and cooked (boiled)","Indonesia",0,0,43.7301383931049,10.4715188651642,28.5023504812594,56.7733343543811,8.09673207063333,36.1349793445253,1,1,1,16.409414419022,1.67438692098093,9.01090983547677,35.6970522490394,52.2005380794702,4.34370860927152,28.2721233443709,0,-2.17484083968537,-0.108255367347871,98.7022267452933,0,40.1192088413243,57.6001294477153,401.040765385229,520.832162837959,6250
"Cauliflower","Vegetables","Other vegetables","N/A",121,13.01,1.95,2.51,2.63,5.14,0.96,3,30.2,0.05,1.04,0.15,0.1,1.17,0.13,64,0.02,34.1,1,0.27,24.5,150.5,11.5,170.5,0,0,0,0,0.04,0.07,0.11,0.1,0.03,0.02,0.07,0.02,0.04,0.07,0.09,0.65,57.8333333333333,18.48,0.1,0.44,"Q7.2","","Cauliflower, average of boiled and fried","Indonesia",0,0,29.2136727760413,28.8924585481457,30.5594157133953,8.61997535027185,8.40518030823709,9.19678901610125,1,1,1,5.73658482564595,2.98944141689373,4.33042811722258,33.1413886280021,9.62883804936785,5.26158940397351,7.44521372667068,-0.330227543185314,-6.79829850236978,-3.91811567411864,93.7207919079554,0,25.5035353368225,44.4935426855846,519.176460351496,674.255143313631,826.446280991736
"Mushrooms","Vegetables","Other vegetables","N/A",67,9.62,2.2,0.84,0.98,1.82,0.35,0.83,0.85,0.33,0.33,0.11,0.32,3.93,0.11,28.33,0.01,31.85,0.83,0.81,7.5,308.17,13.67,58.5,0,0,0,0,0.05,0.08,0.13,0.1,0.03,0.02,0.09,0.02,0.05,0.1,0.21,0.87,57.8333333333333,3.22,0.1,0.44,"Q7.2","Phytate values for all cooked mushroom varieties missing, used value for raw white mushroom as a proxy","Mushrooms, average of multiple varieties consumed in Asia and of various cooking methods (boiled, grilled, styr-fried, fried)","Indonesia",0,0,42.3140633849515,24.2171277154731,34.9981435040719,25.3054503616654,11.8006385478984,20.5029863362139,1,1,1,13.2060981422898,3.73126702997275,8.43749644731903,35.3839537638525,18.5812988039933,5.80794701986755,12.1946229119304,-0.363868758356124,-4.41288946758666,0,97.2847622230146,0,34.9506863985572,52.029424903086,443.979537406531,576.596801826664,1492.53731343284
"Eggplant","Vegetables","Other vegetables","N/A",127,15.53,2.25,2.5,2.58,5.08,0.93,3.5,1.05,0.05,1.26,0.17,0.08,1.3,0.07,43,0.02,11.9,0.93,0.22,17,129,12.5,158,0,0,0,0.06,0.02,0.04,0.05,0.04,0.01,0,0.04,0.01,0.02,0.03,0.04,0.3,57.8333333333333,12.28,0.1,0.44,"Q7.3","","Eggplant, average of boiled and fried","Indonesia",0,0,16.3991809651003,17.0928615734884,17.5915267207307,7.06777077791468,7.4014922224482,7.75774102163074,2.10604807675781,1.74383891003807,2.01303334991203,2.78368164721377,1.80926430517711,2.26318386988409,32.0126200018761,10.4859727798926,5.91721854304636,8.20159566146947,-0.30775114500937,-7.03737954713482,-4.24547035088982,93.4115908066918,0,17.3125065754479,39.6737275933254,582.2492969853,756.167918162728,787.40157480315
"Bitter melon","Vegetables","Other vegetables","168394",19,4.32,2,0.03,0.08,0.11,0.01,6,33,0,0.14,0.05,0.05,0.28,0.04,51,0,10.8,0.38,0.77,9,319,16,6,0,0,0,0.06,0.02,0.03,0.05,0.05,0.01,0.01,0.03,0.01,0.02,0.03,0.04,0.3,57.8333333333333,13.84,0.1,0.44,"Q7.3","Used phytate for raw bitter gourd as phytate value for cooked was missing","Balsam-pear (bitter gourd or bitter melon), pods, cooked, boiled, drained, without salt","Indonesia",0,0,53.5254720800415,18.2819941896104,37.7779397128726,63.5820334255214,10.8573549029457,41.5228087002365,8.39305819727587,1.74383891003807,5.45591984448144,15.9575782284093,1.80926430517711,8.85237643587898,35.6104889278985,57.3611014290694,5.37086092715232,31.3659811781108,0,-2.11706326829818,0,98.7966043307087,0,48.9342059162408,63.5480223421649,363.50462451249,472.083927938299,5263.15789473684
"Luffa gourd","Vegetables","Other vegetables","N/A",38,9.35,2,0.05,0.12,0.17,0.02,13.63,8.85,0,0.17,0.05,0.05,0.33,0.07,9.5,0,9.68,0.36,0.12,14.5,296,17,12,0,0,0,0.06,0.02,0.03,0.05,0.05,0.01,0.01,0.03,0.01,0.02,0.03,0.04,0.3,57.8333333333333,13.42,0.1,0.44,"Q7.3","Phytate value for loofa gourd missing, used an average of phytate value for other gourds","Loofa gourd, average of raw and cooked (boiled)","Indonesia",0,0,28.5209369645927,8.81385858482375,19.6160743245323,30.0116813327015,8.5841787233546,21.3417743712853,4.69652909863794,1.74383891003807,3.43163009998924,8.21181496076191,1.80926430517711,4.9781752512431,33.495075253802,29.1805507145347,5.37086092715232,17.2757058208435,0,-4.72651404082553,0,97.313322368421,0,26.6678963656203,47.8994361531054,482.260374133912,626.312174199885,2631.57894736842
"Cucumber","Vegetables","Other vegetables","N/A",30,3.89,0.55,0.52,0.48,1,0.43,12,2.75,0,0.23,0.03,0.03,0.1,0.05,7,0,6.55,0.3,0.22,17.5,157.5,14,73.5,0,0,0,0.06,0.02,0.03,0.05,0.05,0.01,0.01,0.03,0.01,0.02,0.03,0.04,0.3,57.8333333333333,16.94,0.1,0.44,"Q7.3","","Cucumber, average of raw and cooked","Indonesia",0,0,20.8156462277894,5.06431866258681,13.5811171213585,29.6630337651402,6.17283183764022,19.7878106435531,5.68227019160805,1.74383891003807,3.97144069852049,10.2773518321345,1.80926430517711,6.011295567146,34.0591855668944,10.8162251655629,2.20198675496689,6.5091059602649,-1.80794974233426,-7.21428791125419,-1.54538587236517,93.9930787254854,0,22.7215899372613,43.0569227533917,536.499092893962,696.752068693457,3333.33333333333
"Zucchini","Vegetables","Other vegetables","N/A",16,2.9,1,0.02,0.12,0.14,0.08,33,15.4,0,0.12,0.04,0.06,0.48,0.12,26,0,9.45,0.37,0.33,17,262.5,18.5,5.5,0,0,0,0.06,0.02,0.03,0.05,0.05,0.01,0.01,0.03,0.01,0.02,0.02,0.04,0.31,57.8333333333333,11.04,0.1,0.44,"Q7.3","","Zucchini, average of raw and cooked (boiled)","Indonesia",0,0,75.4822707714941,13.8536273425537,47.0127629213845,68.2689405828154,9.11798440969907,43.1823645941458,9.7792566092651,1.74383891003807,6.21502849866602,19.4754457124658,1.84298365122616,10.6287748912776,36.580448257346,34.4644039735099,3.18543046357616,18.824917218543,-2.66718794223249,-2.88485395285891,0,96.844070145505,0,55.4068648912892,65.1844008711241,354.379263923449,460.232810290194,6250
"Egg","Animal-source foods","Eggs","N/A",164,1.05,0,4.89,2.45,7.34,3.56,175.25,0,1.98,1.2,0.05,0.44,0.07,0.15,42.5,0.9,269.88,1.47,1.14,56.5,131.75,11.25,157.75,0.05,0,0,0.35,0.28,0.63,1.01,0.84,0.35,0.26,0.63,0.15,0.47,0.53,0.77,5.92,85.3333333333333,0,0.15,0.44,"Q13","","Egg, average of various cooking methods (omelet, scrambled, boiled, fried)","Indonesia",0,0,41.0477396671908,51.7011144893948,48.8108727552277,12.9609052013977,14.1902540613566,14.8980476868234,5.99632489958176,5.3390603085554,6.11223475683702,35.8824521949428,20.7595367847411,28.2965723414569,61.2432295124476,1,1,1,-2.14218070259523,0,-4.14766284144279,96.4246838558113,-6.53846153846154,48.5141657434116,58.3731549380242,395.729852609914,513.934873519369,609.756097560976
"Low-fat cottage cheese","Animal-source foods","Cheese","2341152",143,3.18,0,2.39,0.33,2.72,5.2,83,0,0.1,0.24,0.03,0.15,0.09,0.04,11,0.41,18.6,0.07,0.38,78,98,8,297,0,0,0,0.11,0.87,1.39,2.45,1.99,0.68,0.18,1.36,0.47,1.4,1.07,1.75,13.6,90.8333333333333,0,0.15,0.44,"Q14","","Cottage cheese, farmer's (low-fat)","Indonesia",1,0,13.1539636260896,15.4805510154626,13.1539636260896,6.48106318109615,7.36594856346101,6.48106318109615,2.80087315061848,2.36370466840313,2.80087315061848,93.7763187495283,46.6559945504087,93.7763187495283,100,1,1,1,-10.810295065451,0,-10.6767783681094,87.7861698783914,-2.5,35.8228533418921,48.6118703032867,475.192578600256,617.133218961371,699.300699300699
"Full-fat cheese","Animal-source foods","Cheese","N/A",363,2.8,0,7.81,0.73,8.54,16.31,222,0,0.5,0.34,0.03,0.34,0.12,0.07,15.5,1.53,15.68,0.41,3.3,774.75,91.25,30,783.25,0,0,0,0.11,0.87,1.39,2.45,1.99,0.68,0.18,1.36,0.47,1.4,1.07,1.75,13.6,90.8333333333333,0,0.15,0.44,"Q14","","Cheese (high-fat), average of multiple varieties of soft and hard cheeses","Indonesia",0,0,13.2391194391452,33.7760770405958,24.7161763743139,21.0718824288795,39.0917859056844,33.4851291203161,1.70943487751637,2.36370466840313,2.13529070371782,37.2246417456412,46.6559945504087,41.9205363143446,71.6854066124935,1,1,1,-10.7985777624318,0,-30.45339176475,76.5512716496875,-44.8076923076923,48.1385708582999,45.9940833507878,502.238512371707,652.257808274945,275.482093663912
"Plain whole yogurt","Animal-source foods","Yogurt","171284",61,4.66,0,0.89,0.09,0.99,2.1,27,0.5,0.1,0.06,0.03,0.14,0.08,0.03,7,0.37,15.2,0.05,0.59,121,155,12,46,0,0,0,0.1,0.09,0.19,0.35,0.31,0.1,0.03,0.19,0.02,0.18,0.14,0.29,1.88,90.8333333333333,0,0.15,0.44,"Q15","","Yogurt, plain, whole milk","Indonesia",1,0,23.1729406634499,11.5357712790576,23.1729406634499,26.923020550226,11.7843408558603,26.923020550226,4.83792638656398,2.23973151673011,4.83792638656398,30.7041570396024,7.13692098092643,30.7041570396024,65.5609745138873,1,1,1,-12.0827764198439,0,0,93.1318250926228,0,42.1279336691555,54.1664219908431,426.463464836298,553.848655631556,1639.34426229508
"Beef","Animal-source foods","Unprocessed red meat (ruminant)","N/A",265,0,0,7.38,0.62,8.01,6.47,1.67,0,0.2,0.2,0.07,0.21,4.84,0.37,8.14,2.61,90.42,2.5,5.91,11.29,336.57,22.57,66.71,0,0,0.01,0.01,0.9,1.23,2.16,2.31,0.7,0.29,1.06,0.25,0.9,1.15,1.32,12.28,87.1666666666667,0,0.2,0.44,"Q17","","Beef, average of various cuts, deegrees of fat, and cooking methods","Indonesia",0,0,25.1134953267093,41.586337468534,35.086992081689,25.9024778649519,36.496733982009,34.7438104650954,1.43818981415804,1.61490683229814,1.57669578258314,45.931246299592,42.2050408719346,44.0490867351963,70.8455555093421,1,1,1,-4.10288147539829,0,0,97.6678118821272,-25.9615384615385,54.2364007335388,59.6776269274647,387.079734723315,502.700954186123,377.358490566038
"Beef organs","Animal-source foods","Organ meat","N/A",187,1.06,0,2.86,0.85,3.71,3.02,1718.6,10.58,0.7,0.29,0.1,1.64,7.43,0.37,71.1,24.14,329.78,12.1,3.57,9.4,234.7,17.7,70.6,0,0,0,0.03,0.87,1.13,2.38,1.98,0.59,0.61,1.23,0.31,0.9,1.07,1.6,12.68,87.1666666666667,0,0.2,0.44,"Q17","","Beef organs, average of liver, spleen, kidney, heart, and tongue, cooked (braised or simmered)","Indonesia",0,0,69.2811590623822,81.9598927637963,79.6273832880121,37.0271129631413,39.972651892934,42.964381254311,1.37558317044984,1.37191945501903,1.409346675852,66.9940119940629,43.5538147138965,55.2586744828907,76.9662792591817,1,1,1,-4.141009897461,0,0,97.646138662118,-10.9615384615385,85.4251017757435,80.0814770363763,288.456218027885,374.618464971279,534.75935828877
"Goat","Animal-source foods","Unprocessed red meat (ruminant)","175304",143,0,0,1.36,0.23,1.59,0.93,0,0,0,0.34,0.09,0.61,3.95,0,5,1.19,106.4,3.73,5.27,17,405,0,86,0,0,0,0.02,0.57,1.37,2.26,2.02,0.73,0.32,0.94,0.4,0.83,1.29,1.45,12.18,87.1666666666667,0,0.2,0.44,"Q17","No other cooking methods available","Game meat, goat, cooked, roasted","Indonesia",0,0,36.901225046778,41.8416042393239,41.4318234095049,44.7708079436083,36.4121998536916,45.3196786670431,1.32743148193063,1.24794630334602,1.31508783479436,84.033629100991,41.8678474114441,62.9381149983832,81.1594516582579,1,1,1,-2.74906693974518,0,0,98.4373564553219,-2.5,66.8535505326822,70.4867773271154,327.721040398788,425.611740777647,699.300699300699
"Buffalo","Animal-source foods","Unprocessed red meat (ruminant)","175300",131,0,0,0.55,0.36,0.91,0.6,0,0,0.2,0.33,0.03,0.25,6.29,0.46,9,1.75,150.15,2.12,2.54,15,313,33,56,0,0,0,0.02,0.89,1.35,2.31,2.12,0.67,0.43,1.08,0.33,1.08,1.28,1.43,12.95,87.1666666666667,0,0.2,0.44,"Q17","No other cooking methods available","Game meat, buffalo, water, cooked, roasted","Indonesia",0,0,47.0590091458888,50.1899093793156,51.1817236813135,34.331321184589,24.8847050323978,32.9515767880503,1.35742520546626,1.24794630334602,1.33151296911149,97.4556217696861,44.4642370572207,70.9500350112093,85.5341664299412,1,1,1,-3.20129094139222,0,0,98.1803001768059,-0.192307692307692,66.7904794026567,70.716892713968,326.654624000996,424.226784416878,763.358778625954
"Deer","Animal-source foods","Unprocessed red meat (ruminant)","N/A",160,0,0,0.66,0.26,0.91,1.4,0,0,0,0.66,0.22,0.57,8.42,0.64,9.75,2.7,123.55,4.41,4.54,5.6,371.4,29,53,0,0,0,0.02,1.06,1.34,2.46,2.61,0.75,0.31,1.21,0.28,1.01,1.25,1.53,13.82,87.1666666666667,0,0.2,0.44,"Q17","","Deer, average of various cuts and different cooking methods","Indonesia",0,0,52.4018375220785,62.6323623653717,60.5518676024591,47.0711280386827,38.7929971402998,47.9552950566913,1.2926418869755,1.24794630334602,1.29603638993798,85.2111566438996,47.3978201634877,66.2930078205263,82.9913095853151,1,1,1,-8.54232093298958,0,0,95.1443151603495,-5.76923076923077,79.5025399993771,76.3876108959164,302.405059263804,392.733843199746,625
"Lamb","Animal-source foods","Unprocessed red meat (ruminant)","N/A",252,0,0,6.51,1.25,7.75,6.33,0,0,0.1,0.17,0.1,0.26,6.6,0.14,20.6,2.63,100.6,2.08,4.92,17.4,309,26,76,0,0,0,0.02,0.82,1.25,2.01,2.28,0.66,0.31,1.05,0.3,0.87,1.1,1.39,12.04,87.1666666666667,0,0.2,0.44,"Q17","","Lamb, average of various cuts, deegrees of fat, and cooking methods","Indonesia",0,0,27.0450935933367,43.907624672915,37.3276172442513,23.3998542609602,32.1042360034484,30.8616400408493,1.18580437268286,1.24794630334602,1.23753013211105,47.3422634684322,41.3957765667575,44.3500656802925,71.0098977687469,1,1,1,-4.15776603811328,0,0,97.6366140213589,-23.4615384615385,53.3239221774775,59.4128144601768,388.805011341172,504.941573170353,396.825396825397
"Boar","Animal-source foods","Unprocessed red meat (non-ruminant)","175298",160,0,0,1.71,0.64,2.35,1.3,0,0,0,0.38,0.31,0.14,4.21,0.42,6,0.7,117.4,1.12,3.01,16,396,27,60,0,0,0,0.12,1.44,1.37,2.3,2.79,0.7,0.37,1.13,0.38,1.01,1.33,1.52,14.33,100,0,0.15,0.44,"Q18","No other cooking methods available","Game meat, boar, wild, cooked, roasted","Indonesia",0,0,33.3467117473461,43.6044701111477,40.4878971420084,24.0361617072211,24.0561301277434,26.6885642931973,2.75585132185302,2.48767782007614,2.77621833962787,88.3385085632122,49.1175068119891,68.717352835024,91.3223951107565,1,1,1,-2.55638997964084,0,0,98.5468792186865,-5.76923076923077,59.4461584470425,66.020059388765,349.89365677443,454.407346460298,625
"Horse","Animal-source foods","Unprocessed red meat (non-ruminant)","175087",175,0,0,2.12,0.85,2.97,1.9,0,2,0.41,0.36,0.1,0.12,4.84,0.33,6,3.16,110.46,5.03,3.82,8,379,25,55,0,0,0,0.12,1.08,1.33,2.23,2.4,0.62,0.39,1.16,0.35,0.88,1.26,1.46,13.17,100,0,0.15,0.44,"Q18","No other cooking methods available","Game meat, horse, cooked, roasted","Indonesia",0,0,32.6906850948084,42.4455965546618,39.5317201878913,35.6113499179057,37.9102141357732,41.0060447517582,2.6053497799799,2.48767782007614,2.69380082860212,74.3030933107678,45.2060626702997,59.7408657513482,86.4210018642044,1,1,1,-3.08215180437427,0,0,98.2480220647992,-8.65384615384615,65.2926263642631,68.9240105982271,335.151709825113,435.261960811834,571.428571428571
"Rabbit","Animal-source foods","Unprocessed red meat (non-ruminant)","N/A",192,0,0,1.8,1.29,3.09,1.99,0,0,0,0.43,0.06,0.15,7.33,0.38,9.33,7.11,125.55,3.16,2.34,19,342,24,43,0,0,0,0.12,0.86,1.46,2.4,2.7,0.77,0.39,1.27,0.41,1.1,1.38,1.57,14.3,100,0,0.15,0.44,"Q18","","Rabbit, average of domesticated and wild and of different cooking methods","Indonesia",0,0,34.2763605922213,46.2426972223885,42.3676262573751,21.822173246029,26.8511979538485,27.0157302608451,2.46320943487752,2.48767782007614,2.6159620681889,73.5397975201904,49.016348773842,61.2648799862486,87.2531529060272,1,1,1,-3.10816861427335,0,0,98.2332334107093,-11.9230769230769,59.3550661191315,65.0091038404543,355.334847511391,461.473827936871,520.833333333333
"Pork","Animal-source foods","Unprocessed red meat (non-ruminant)","N/A",288,0,0,8.78,2.46,11.23,7.12,2.67,0.18,1.23,0.29,0.49,0.36,6.26,0.41,2.67,0.8,88.42,1.2,3.1,29,337.33,20.83,78.17,0,0,0.01,0.12,1.03,1.21,2.1,2.32,0.69,0.31,1.07,0.32,0.98,1.16,1.36,12.56,100,0,0.15,0.44,"Q18","","Pork, average of various cuts, deegrees of fat, and cooking methods","Indonesia",0,0,24.0576295460093,56.7841497088167,42.5376514754009,12.5864131884353,23.4657018168763,19.9095658620385,1.97547295658501,2.48767782007614,2.3488682824573,43.2542217438406,43.1491825613079,43.1823500919789,77.3796256477385,1,1,1,-3.04743313175004,0,0,98.267757091572,-30.3846153846154,52.3336917972483,58.397142438088,395.567300651575,513.723767079968,347.222222222222
"Dove","Animal-source foods","Poultry","169905",213,0,0,5.46,2.73,8.2,3.74,28,2.9,0.2,0.06,0.28,0.35,7.6,0.57,6,0.41,63.6,5.91,3.83,17,256,26,57,0.02,0.01,0.04,0.03,0.65,1.16,1.89,1.92,0.6,0.33,0.99,0.27,0.82,1,1.23,10.88,83.5,0,0.15,0.44,"Q19","No other cooking methods available","Dove, cooked (includes pigeon)","Indonesia",0,0,28.7419205942187,47.9757081200511,40.3648500824741,30.259524140831,39.2001834119514,38.7190917246769,4.81616011860637,5.30434782608696,5.44694482685587,50.5819885534607,37.4843324250681,44.0140917194141,68.8243528492982,1,1,1,-1.9665034283958,0,0,98.8821865908238,-15.9615384615385,59.34324475423,64.6193574520302,357.478020686729,464.257169723025,469.483568075117
"Chicken organs","Animal-source foods","Organ meat","",177,0.55,0,1.71,1.96,3.67,2.15,2073.25,8.55,0,0.8,0.18,1.45,7.64,0.56,324.5,13.14,308.4,10.64,5.65,14.75,210.5,23,66,0,0,0,0.01,0.71,1.3,2.24,2.07,0.63,0.38,1.19,0.3,0.95,1.12,1.47,12.35,83.5,0,0.15,0.44,"Q19","","Chicken organs, average of heart and liver, cooked (pan-fried or simmered)","Indonesia",0,0,81.406388363819,92.677861051426,91.6622813966856,44.2279332708299,47.7789680486077,51.4138713224939,1.13226751953695,1.12397315167301,1.14032227232926,68.9234283693274,42.4410762942779,55.6671525881338,75.1872243502745,1,1,1,-2.7546891488387,0,0,98.4341606405457,-9.03846153846154,96.1842205686186,86.9302439692751,265.730302196834,345.104288567317,564.971751412429
"Duck","Animal-source foods","Poultry","N/A",291,0,0,9.86,2.92,12.78,7.74,49.67,0,0.1,0.7,0.2,0.34,4.9,0.2,7.33,0.33,55.1,2.69,2.1,11.33,219.33,17.33,169,0,0,0,0,0.46,0.87,1.47,1.49,0.48,0.3,0.75,0.23,0.64,0.77,0.94,8.39,83.5,0,0.15,0.44,"Q19","","Duck, average of with and without skin and of different cooking methods","Indonesia",0,0,15.0181803383958,35.9832801004653,26.8163324665263,11.1027187198394,21.2046373430591,17.8011487386982,1,1,1,28.7536146368869,29.0882152588556,28.8966972016865,60.5698659098137,1,1,1,-2.87499914437034,0,0,98.3657732051,-30.9615384615385,36.897279263882,48.8310637617382,473.059528514718,614.363024045088,343.642611683849
"Chicken","Animal-source foods","Poultry","N/A",208,0.25,0,4.22,2.4,6.63,2.96,26.83,0,0.1,0.28,0.07,0.2,6.71,0.4,5,0.32,63.43,1.41,2.33,17.29,274,22,85.29,0.04,0.01,0.02,0.08,0.79,1.31,1.97,2.21,0.71,0.32,1.02,0.29,0.88,1.1,1.27,11.88,83.5,0,0.15,0.44,"Q19","","Chicken, average of various cuts, with and without skin, and of different cooking methods","Indonesia",0,0,20.9319959148405,35.2904831824904,29.5670168807013,14.9407636362797,19.9319870377799,19.2455466317203,4.9078947368421,5.30434782608696,5.49718045112782,56.5036697948248,40.8562670299727,48.6624828820453,71.3624942000818,1,1,1,-1.90792387479953,0,0,98.9154847837321,-15,43.3597718874264,55.334009860257,417.464775430839,542.162046014076,480.769230769231
"Lean fish","Animal-source foods","Fish and seafood","N/A",169,2.35,0.1,2.99,2.2,5.18,1.67,13.6,0.32,1.73,1.42,0.06,0.08,2.91,0.23,21.8,2.58,64.13,0.57,0.49,19.4,383.4,28.8,254.4,0.12,0.02,0.03,0.96,0.77,1.21,2.14,2.42,0.78,0.28,1.03,0.29,0.89,1.15,1.36,12.32,76.1666666666667,0,0.15,0.44,"Q20","","Lean fish, average of various species consumed in Indonesia and of different cooking methods","Indonesia",0,0,30.0554396321353,37.7922207239638,35.6917229950109,10.472721476231,13.8494600373014,13.3052441927313,14.298755573798,12.9014225606091,14.8000975497944,71.9898491562661,42.3399182561308,57.1502891180234,71.9928661524507,1.31682275951252,1.21854304635762,1.26768290293507,-1.1541968449506,0,-2.24653111359386,98.0669348153019,-7.5,45.1367412772077,57.6956383665327,400.376885567134,519.969981256018,591.715976331361
"Fatty fish","Animal-source foods","Fish and seafood","N/A",200,2.93,0.13,3.54,2.92,6.46,2.16,18.5,1.45,9.3,2.13,0.13,0.27,9.69,0.46,17,2.93,71.35,1.61,1.12,37.75,449.25,36,209,0.57,0.36,0.09,0.19,0.75,1.18,2.08,2.35,0.76,0.27,1,0.29,0.86,1.12,1.32,11.96,76.1666666666667,0,0.15,0.44,"Q20","","Oily fish, average of various species consumed in Indonesia and of different cooking methods","Indonesia",0,0,50.2371070156353,65.161773905771,60.7439991579786,15.3252979834791,22.2802047419441,20.7841720299216,60.2213533834586,63.7204968944099,67.7776799140709,59.137626524454,41.1260217983651,50.1148333008172,68.1513259923161,1.3480298013245,1.2841059602649,1.3160678807947,-1.22692877112372,0,-1.54023295143187,98.4270708943767,-13.4615384615385,70.3673076055346,75.7022135677412,305.142992672589,396.289600873492,500
"Crustaceans","Animal-source foods","Fish and seafood","N/A",131,3.04,0.08,1.19,1.38,2.56,0.67,44.33,2.1,0.08,2.24,0.06,0.09,2.94,0.18,30.83,3.56,96.85,1.07,3.07,67.17,181.83,39.5,508.83,0.11,0.17,0.01,0.01,0.48,1.06,1.81,1.98,0.63,0.26,0.95,0.3,0.8,0.91,1.06,10.23,76.1666666666667,0,0.15,0.44,"Q20","","Crustaceans, average of various species consumed in Indonesia, and of different cooking methods","Indonesia",0,0,38.1578734623635,40.7067122378705,41.4959705602023,30.565106129239,24.915882207053,30.8486329283563,26.7060207771337,18.832298136646,24.8424127384984,77.0840672825607,35.2925749318801,56.1733937890286,71.4594561309702,1.3269804357717,1.17483443708609,1.2509074364289,-0.785570198610662,0,-9.84970331532148,93.954624653857,-0.192307692307692,59.514138076441,66.2848852211135,348.495738099914,452.591867662226,763.358778625954
"Bivalves","Animal-source foods","Fish and seafood","N/A",162,8.58,0.14,1.83,2.12,3.95,0.99,71.57,6.93,0,1.23,0.13,0.22,2.12,0.08,34,24.05,76.48,3.76,10.27,37.43,282,28.86,522.29,0.21,0.23,0.03,0.39,0.41,0.92,1.51,1.59,0.51,0.27,0.76,0.23,0.67,0.89,0.91,8.67,76.1666666666667,0,0.15,0.44,"Q20","","Bivalve mollusks, average of various species consumed in Indonesia, and of different cooking methods","Indonesia",0,0,33.0519226631763,40.6868350336947,38.79543717373,38.3272515073824,42.9600488938008,45.3783986848725,34.6892230576441,29.9006211180124,35.2753908580976,52.974676511203,30.0323569482289,41.4835860710208,63.4384426018437,1.46271768457199,1.30596026490066,1.38433897473633,-0.718219055108778,0,-6.47952504167903,95.9086087768626,-6.15384615384616,65.1884280201402,70.2423216337213,328.861567538371,427.092944855027,617.283950617284
"Whole milk powder","Animal-source foods","Milk","173454",61,4.72504032258065,0,0.974032258064516,0.0823991935483871,1.0564314516129,2.05875,31.7298387096774,1.05766129032258,0.061491935483871,0.0713306451612903,0.0344354838709677,0.148810483870968,0.0799395161290323,0.0368951612903226,4.55040322580645,0.399697580645161,14.4383064516129,0.0578024193548387,0.410766129032258,112.161290322581,163.568548387097,10.4536290322581,45.6270161290323,0,0,0,0.0799395161290323,0.0873185483870968,0.19554435483871,0.317298387096774,0.257036290322581,0.0811693548387097,0.0295161290322581,0.156189516129032,0.0455040322580645,0.156189516129032,0.146350806451613,0.216451612903226,1.68979838709677,90.8333333333333,0,0.15,0.44,"Q25","","Milk (cow), dry, whole, without added vitamin D","Indonesia",1,1,24.7453676535791,12.3158499200826,24.7453676535791,23.8147696950788,10.6564711783037,23.8147696950788,4.0680197828077,1.99103537577317,4.0680197828077,27.6449355459643,6.49557358046937,27.6449355459643,63.8905607508136,1,1,1,-11.0351642966464,0,0,93.7273159837223,0,40.6241037448325,53.412453910233,432.483406188803,561.666761284159,1639.34426229508
